Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
6105.0,-0.487624,-0.74412,-0.717289,-1.008021,-0.482765,-0.894698,0.586584,0.2008,1.194715,1.886703,0.677325,0.449587,0.740337,0.466589,0.050199,-0.029326,-1.02167,0.83892,-0.031295,1.449519,0.915136,-0.625952,1.246691,-2.560742,1.930226,-1.338445,0.495112,0.427416,2.89,0
6115.0,1.123717,-0.328697,-2.145518,-0.327288,-0.219162,-2.049192,0.045372,-1.075851,0.649085,-0.24608,1.961095,-0.256179,0.430391,-0.213072,-1.623268,-0.204713,0.753413,0.60199,-0.293268,-1.456756,0.644459,0.419487,0.843411,-0.274112,-1.684375,0.53376,-0.009143,1.391684,47.88,0
6126.0,0.028733,-0.045467,0.417254,-0.596931,-0.645136,-0.097895,-0.920406,-0.229095,1.939561,1.042634,0.308038,1.551677,-0.824896,2.49044,-0.460503,2.003806,1.999403,-1.75323,1.467092,-0.283909,-0.567968,0.524638,-1.007915,0.501997,-0.940794,0.177079,1.335363,0.386518,2.68,0
6127.0,-0.359792,0.541411,-1.40648,-0.838861,-0.43027,0.78685,0.405799,0.535166,-0.027383,-0.7881,1.488117,-0.697793,0.419039,-0.112105,0.562993,-0.605487,1.052677,1.378278,0.991323,0.157625,-0.435125,2.822112,-0.991625,0.88123,0.332785,-0.062537,0.185163,-0.510215,29.2,0
6140.0,0.427056,0.316824,2.677653,1.070822,0.515883,0.575559,1.839538,-0.970427,-0.182733,-1.907139,0.558774,0.848174,-0.9956,1.43508,-0.71888,-0.342468,0.119566,1.594196,-0.858198,0.291247,0.774838,0.56847,0.605401,0.7615,-0.554723,1.68778,-0.111149,-0.243848,67.97,0
6194.0,1.347626,-0.630567,0.320278,-0.722835,2.519236,2.308655,-0.110241,0.519857,0.0052,-0.348599,0.119631,-0.040601,-1.520667,0.263023,-0.042293,0.3122,-0.077518,-0.360339,0.87491,0.533134,1.396047,0.49473,-0.197607,0.616769,-1.980613,2.10368,0.27438,2.184456,114.98,0
6203.0,-0.869345,-1.117645,0.365833,0.362535,0.338245,0.185826,-0.628117,-1.485356,0.283151,-1.282592,-1.377006,-0.380632,0.430659,1.987759,0.979259,1.433218,0.653662,0.366854,2.50579,-1.322856,-0.41323,-0.33518,0.893557,-0.978777,0.76343,0.57965,0.813347,0.795223,66.73,0
6225.0,1.53832,-0.049209,0.530158,-0.736549,-0.964795,1.764829,-0.812119,0.641312,0.531043,1.174981,-1.658201,0.891207,-0.058032,-0.599909,-0.250818,1.036771,0.731241,-0.127923,-1.139107,-1.068545,0.75303,-1.277742,-0.118154,2.681072,0.459561,0.742249,-1.061035,-1.227302,4.4,0
6231.0,0.795822,-0.282352,1.173621,0.143133,3.556363,-0.47232,0.389132,-0.794146,1.13208,0.540512,-0.86119,-0.217285,1.471835,1.351709,-1.314396,-0.36597,1.921397,-0.067178,0.283423,1.126932,-1.232162,-0.839697,-0.223699,1.304624,1.119765,0.819766,-0.03916,1.22957,12.47,0
6231.0,-0.052645,0.677968,1.012039,1.79682,0.043675,-0.26261,1.395075,1.471853,-0.443374,-1.005034,1.319034,-1.541727,-1.592801,-0.168295,0.10244,-1.059952,0.221864,0.26647,-0.480388,2.033464,0.429761,1.128489,-1.456213,-1.464842,0.460063,1.854858,-1.009936,0.143377,6.17,0
6232.0,-1.235096,-0.718623,0.193111,-0.492611,-1.305524,-1.327918,-1.886008,0.476584,0.597581,0.592553,-0.909176,1.005951,0.706779,0.007294,-0.156829,-0.649115,0.192162,1.617248,1.137857,-0.25621,0.538621,-1.10143,0.730067,-0.830857,0.690256,2.969072,-0.570012,2.922803,131.81,0
6245.0,0.490635,-0.749626,-0.795456,2.364956,0.492989,-0.566153,-0.203461,0.430776,-0.008721,0.345899,1.773611,-1.127971,0.64463,-0.072898,-0.499045,1.072174,-1.461426,-2.366433,0.224533,-0.13818,-1.352847,-1.710552,1.930633,0.463015,0.019646,2.195245,1.022062,1.769277,32.86,0
6249.0,-1.179954,-1.217393,0.617075,0.414499,1.249662,-1.630789,0.703597,0.989269,0.936172,-0.406694,0.518615,-0.775657,-0.292946,-1.042936,-0.758666,-0.240962,-0.490937,-0.758791,-1.299597,1.961096,-0.500563,0.329966,-1.758972,1.357649,0.167161,-0.443875,-0.435141,0.86941,855.09,0
6254.0,-2.953095,-0.824193,-0.119084,-0.130611,2.505312,-0.337593,0.990227,1.811657,0.670614,-0.673816,-1.284488,0.74542,1.645025,0.545963,1.233448,2.591947,0.837374,-1.100633,0.051061,1.370215,-0.24878,1.505706,-0.066937,0.334347,-0.350741,0.159536,0.212447,-1.608542,26.34,0
6256.0,-0.441593,-1.233208,-0.407109,-0.795164,1.011821,1.0234,0.560294,-1.267649,-0.098135,-1.347192,-0.147293,0.647421,0.992104,0.472845,1.258472,0.259756,-0.23356,0.873661,0.906476,-0.524172,0.378982,-0.294313,-2.008595,0.440106,-1.294522,0.328224,-1.535306,-0.719667,21.09,0
6259.0,-0.433599,1.201725,-0.533515,-1.074971,0.364345,-0.216974,0.790561,-1.01188,0.210854,2.469567,-0.239279,0.18673,-1.66104,-0.852979,0.459721,-0.329898,0.614433,0.424939,-1.318029,1.015306,-1.242685,-0.764922,0.229485,1.567023,-1.003876,0.147684,0.15602,0.65736,72.97,0
6274.0,1.184031,-0.404075,1.011849,1.330322,1.783959,0.501923,0.157437,-0.474584,-1.458987,-0.277954,0.112338,-0.109492,0.597718,-1.454173,-0.181974,1.99477,0.995599,0.61619,0.390682,-0.365432,-1.75407,0.457129,-2.448428,-0.325556,-0.003659,-0.44719,2.171383,1.824343,12.99,0
6295.0,1.032812,-0.925327,1.921415,0.618969,-0.94198,0.032717,0.958575,-0.598879,0.140533,0.316476,-1.100854,-0.270093,-1.025463,0.868668,-0.908055,0.291804,-1.390156,-1.133437,-1.181881,-0.289575,0.180382,0.364755,-1.772235,-0.168639,-0.750572,0.534178,-0.267636,-0.080831,94.08,0
6295.0,-0.744949,1.724648,-1.283579,-3.132944,0.107598,-0.25136,-0.763936,-1.811684,-0.691509,-2.83096,1.679225,-0.825507,-0.050792,-3.52306,0.738044,-0.981076,-2.447763,-0.62885,-0.500506,-0.35472,-1.313502,-0.702014,1.019944,-0.033557,0.125314,-2.232248,0.947784,-0.68552,5.44,1
6314.0,1.123969,0.154275,-0.562053,-1.67779,2.174846,0.803247,0.863074,1.818828,0.224087,1.3524,-0.478575,0.737579,-0.630097,-0.503859,0.097001,-1.267399,0.329424,-0.311958,-1.987561,-0.457662,-0.345055,0.852836,0.285198,1.447472,0.52011,-0.553961,-0.058359,-0.348048,14.83,0
6331.0,0.487973,0.059822,-0.62856,0.0086,0.461181,-1.006422,0.317009,-1.578683,1.105571,0.527181,1.629283,-1.116596,1.133452,0.93578,-0.182232,-0.376643,-1.085146,-1.34581,-0.751234,-1.255776,1.595722,-1.502052,0.148895,0.435705,0.357499,0.445289,0.9464,-0.445922,13.82,0
6334.0,0.087551,-0.293562,1.302526,2.099866,-1.193934,-2.031101,0.569132,1.070373,1.956977,0.73789,1.395781,1.660061,1.464778,0.881161,-1.28221,-0.008362,0.300039,-0.09981,-0.038106,1.567228,-0.756832,0.799052,0.316442,-0.857532,-1.076601,-1.701315,0.485577,-0.063245,56.46,0
6344.0,-0.825777,-1.876105,0.432711,-0.173727,-0.713693,-0.96404,-0.238575,0.469996,-0.329983,-1.188526,-0.058125,1.045547,0.040268,0.068424,-0.325669,-0.889664,-0.922897,-1.661854,1.181226,0.462454,0.082487,0.295583,0.339529,-0.734546,-0.325262,-0.474209,2.511424,1.020202,15.98,0
6359.0,0.167882,1.365984,1.239688,-1.380524,-0.222853,-0.016324,0.611528,-0.223993,-0.098531,-0.461349,1.048935,-1.44334,-0.427355,-1.843676,-1.029639,0.317177,0.336154,-0.313192,1.123985,1.354043,-0.069227,0.250433,-0.452544,0.626888,-1.19406,1.795835,1.139985,-1.198926,27.37,0
6368.0,-0.789018,0.421249,-0.338251,0.5446,-0.359396,1.524812,0.008307,2.420555,0.602675,-1.349404,2.086497,1.098679,0.380148,0.646633,-1.189047,-1.804376,-0.04175,1.37877,0.395709,1.709171,1.321221,0.020609,1.183757,1.522595,-0.080182,-0.213776,0.14045,-2.411908,13.47,0
6368.0,0.280432,0.720438,0.144511,0.344674,-0.043476,-1.997022,1.662595,-0.367829,-0.61777,1.357983,0.9787,0.273066,0.76937,-1.154988,-0.080894,1.294784,-0.677142,-0.998333,0.078604,0.102057,0.647572,-1.378152,-2.549377,0.921232,-1.082982,-0.60999,-2.183235,1.022913,8.94,0
6389.0,0.350338,0.310195,0.303455,-2.060162,-0.985166,-0.451727,-0.748743,-0.271512,0.2462,1.006438,-1.480204,-0.008835,0.711544,-0.924083,-0.192833,0.466552,0.011209,0.674198,0.094698,-0.311863,-1.17271,0.247169,0.099973,-0.992832,0.582056,1.267924,-0.660093,-0.727632,21.07,0
6421.0,-0.764149,-1.678662,2.004482,-0.448885,-0.858454,-1.126775,-0.387967,-0.695209,1.438073,-1.248738,-1.538534,0.551784,-0.107206,-0.222945,0.559636,0.136712,-0.046818,-1.405646,-1.668095,-0.700428,-1.084365,0.269206,-1.798715,-0.44716,-0.173075,-0.039655,0.398964,-0.32654,12.68,0
6429.0,-0.667492,1.24448,-0.320033,1.41913,-0.325127,-0.01627,-0.138747,0.231219,-0.419848,0.096135,1.530814,1.048852,1.055738,-1.341931,-1.18012,0.217751,0.770738,-0.519136,-0.697585,1.393843,0.685877,1.057987,-0.44145,-0.520021,0.948891,-0.262726,-0.610857,-0.913196,8.49,0
6441.0,-0.511295,0.875084,-1.509665,0.629052,-0.708219,-0.2103,-0.146246,-0.220745,-0.287128,-0.444356,-0.571425,1.319774,0.025049,-0.125948,-0.644653,-0.407944,-0.641171,0.765344,-0.753599,-2.246246,0.058308,-0.279391,-0.585788,0.911556,-2.73352,1.576244,1.054678,-0.628053,163.45,0
6447.0,-0.450784,0.504387,0.531216,-0.633882,-1.616777,2.113693,0.956124,0.156853,0.175775,0.621317,0.741063,-2.086367,-0.350872,-0.45483,-0.161435,0.770794,-1.79008,-1.349142,-0.681745,0.154345,0.832126,1.631323,-0.286354,0.830481,0.710162,0.541669,-0.024281,-0.399532,11.61,0
6451.0,-1.065399,-1.131593,0.347082,-0.054423,-0.415507,0.664809,-0.200489,-0.913179,-0.266498,0.82063,-1.023513,0.209277,-0.055426,-0.76081,-0.293352,-1.571683,0.10964,-1.364733,1.072437,-0.091972,-0.571814,1.160559,-1.031849,-0.747683,-1.829247,1.309506,1.872866,-1.673594,39.77,0
6490.0,-0.815772,0.069814,-0.515694,-0.031315,-0.117598,0.407552,-0.960965,0.19266,-1.116127,-0.411858,-1.736751,-0.404548,-0.572738,0.943579,-0.05926,0.122503,-0.022452,-2.129109,-1.996946,-0.318678,0.27856,-0.234865,-0.864059,-0.240313,-0.327086,0.779003,0.72302,-0.553415,10.52,0
6513.0,-0.049924,0.276199,0.424644,1.652598,-0.028148,1.168745,-1.160083,-0.637674,-2.135824,0.151307,0.647524,-2.555385,0.188286,0.60421,0.547238,-1.195861,0.77312,0.009304,0.591038,-0.125858,0.381037,1.109236,-0.204022,0.284105,1.249769,-0.13323,-1.125396,0.676043,59.91,0
6543.0,1.434878,1.288784,0.714988,-2.344158,-0.635833,-0.5846,0.044868,1.688265,-1.080542,2.242202,-0.382328,-0.766901,0.845205,0.924304,0.649947,-0.769455,0.502028,-1.033558,-0.797246,-0.09487,-0.819964,1.052748,-0.578168,-0.220456,-0.880198,1.03761,-0.666127,1.142011,6.92,0
6570.0,1.068544,-0.445941,0.029668,-0.473709,0.545722,-0.194471,-0.417481,0.046179,-1.582216,-0.075848,0.649612,0.138054,0.951657,-0.377298,-0.459291,-1.117319,-0.405745,1.965893,0.275543,-0.585536,-1.006142,-1.598531,-0.830394,0.759194,-0.427032,-0.958172,-0.848184,0.649481,2.35,0
6605.0,-0.081263,-0.627204,-0.308388,2.205883,1.219623,1.468625,-1.752104,-0.151102,-0.644789,0.54384,1.059807,0.326426,-0.87247,-0.661013,0.620571,0.720073,0.140952,0.129791,0.050123,0.269097,0.715961,0.630166,0.023585,-0.049049,-0.087298,-0.780331,-0.793028,0.543956,29.42,0
6638.0,-0.712869,0.813934,-0.051343,0.819595,0.636959,0.84293,-0.476366,0.408899,0.737888,-1.551327,1.701693,2.265953,0.947288,0.805881,0.588759,-0.323433,-0.11017,0.964405,-0.973217,-1.060717,-0.397329,0.656253,-0.865936,-0.225416,-0.106676,-1.011869,-2.439768,-1.026513,39.09,0
6660.0,0.260887,0.486143,0.494363,0.609572,-0.626395,-0.840609,0.375058,-0.21175,0.907079,0.381374,1.283821,-0.465536,1.067534,2.034676,0.053743,0.499307,-0.930528,0.894057,1.129058,-0.494453,0.58616,0.280473,0.390785,0.81202,0.5189,-0.138988,0.833296,1.111856,42.26,0
6678.0,-0.554194,-0.001799,-1.768693,0.583598,1.223118,-0.257295,0.133436,-0.220196,-0.383896,0.232171,-0.784243,-0.235277,-0.904551,0.589077,0.239238,-0.431238,0.037079,-0.220725,1.143895,-0.441012,0.635045,-0.705207,0.814238,1.037306,1.084506,1.471017,0.292445,1.237947,16.73,0
6691.0,1.62418,-1.122052,-0.603238,-1.495701,1.061144,-1.508532,-1.779842,-1.097393,-1.738312,0.272158,-1.084543,-1.690283,-0.041873,0.017112,-1.869783,-0.713701,-0.074639,-0.356823,-0.329483,1.179287,2.146545,-0.313298,-1.321882,-0.234583,0.194293,-0.053279,0.610691,2.211909,19.11,0
6696.0,-1.713121,-0.50708,1.541143,-0.522046,0.789494,0.630901,1.23688,1.91334,0.333073,-1.74583,-0.700407,2.186053,-1.414198,0.496807,-2.514509,-1.351227,0.886937,0.035961,-0.376442,-0.814356,-1.996543,0.693406,-0.283147,-1.521865,0.030189,0.581248,-0.200674,0.115993,12.82,0
6716.0,0.038127,-0.706795,0.05426,0.735217,1.034644,0.790729,-0.675098,0.636213,0.465466,-0.709709,-0.464313,0.679693,1.376908,-1.811672,1.640061,1.16416,0.199119,-0.240717,0.390433,-0.640565,-0.177695,-1.475027,-1.741523,2.332307,0.063075,0.203689,-0.030733,-0.827774,87.1,0
6724.0,-0.307062,0.091189,-0.196638,-0.752203,0.479489,0.188365,0.392908,0.705045,-0.170524,-0.168888,1.482453,-0.944015,-1.873632,0.555539,-0.62935,-1.077351,0.885238,-0.144768,-1.263564,1.934946,-1.610686,-0.086678,-1.889277,0.270658,-0.641109,0.819275,-0.017386,1.350608,156.54,0
6725.0,-0.429714,-1.604544,0.237516,-0.252557,-1.81926,-1.05538,-0.737132,1.555383,0.707446,-0.347735,0.47087,-2.03946,-0.564906,0.400995,0.165376,-0.539356,-0.038308,0.338109,-0.009357,0.861004,0.318702,0.51124,1.713555,0.827506,1.740958,-0.671914,-1.592414,-0.140281,123.84,0
6732.0,-0.225596,1.459414,-1.130044,-0.078879,0.405179,0.100103,-0.17153,0.358568,1.079098,1.535745,0.032807,-0.815846,1.534534,-1.077633,1.790579,1.344135,1.489399,0.685391,-2.11249,-1.039121,0.306888,-0.675647,-0.31528,0.612808,-0.169974,-1.219021,0.885659,0.514903,8.34,0
6736.0,-0.248996,0.711266,0.095047,1.331361,0.151208,1.323928,-1.873653,0.459219,-0.397862,-0.859051,1.158501,0.889087,-2.006477,0.715496,0.594148,-0.723072,-0.835304,-1.590575,-0.337532,-0.177488,0.796997,0.26938,-1.059908,0.238874,-0.254045,-0.934826,-1.589507,0.624803,6.01,0
6773.0,0.446397,0.556769,-0.728244,0.17108,-1.375364,-0.986583,0.033732,0.262353,-1.628818,-1.057545,-0.365393,0.958519,-0.813103,0.140575,0.245393,-0.249692,0.26802,-1.344917,-0.655787,1.43436,1.504765,0.842921,1.100392,-1.825911,-0.948696,-0.311102,2.415642,-0.313084,9.46,0
6794.0,0.744904,0.378372,0.356123,-0.023531,-1.200033,-2.701164,1.281842,-0.616498,-1.867113,0.437961,0.418789,0.767892,1.115716,-0.918986,-0.874982,-0.318703,0.82164,-2.102639,0.128206,0.932122,0.890856,0.708562,1.063001,-2.747183,1.613469,0.330405,1.334651,-1.174634,64.21,0
6830.0,-1.753827,1.786378,-0.926522,-0.310849,0.527455,0.772887,1.078416,0.223386,-1.054309,0.706633,0.722556,-1.815035,1.418685,-2.487076,1.034416,-0.63411,0.705509,0.510194,-0.037123,0.451087,-0.086449,0.713951,2.185272,-1.341239,-3.188146,-0.415674,-0.484026,-0.377568,3.63,0
6836.0,-0.926439,0.872434,-1.381329,0.450775,0.638466,0.316466,0.487143,0.949267,0.053565,-0.346497,0.48637,0.600366,0.889681,-1.712393,-0.183532,-1.065368,0.560965,0.726709,-0.274413,-0.729268,0.596964,-0.133242,1.426467,1.772953,1.000711,0.232657,1.825575,0.24072,24.36,0
6848.0,-0.479194,-0.67534,-0.703502,-0.00637,0.463087,-1.415157,-0.448926,0.212851,0.643626,-0.025923,0.244508,-1.238522,-0.911787,-0.060862,0.510551,0.231303,-0.848824,-0.236562,1.511838,0.544258,-0.162533,-1.025837,-0.713371,0.00659,0.275947,0.565563,0.387986,-0.370236,8.04,0
6892.0,-0.511105,2.046989,-0.556467,-1.291704,-1.638717,-0.353189,0.939984,-0.575948,1.477515,-0.007282,1.109558,-0.757721,-0.742217,0.091046,0.482555,-0.178957,0.292465,0.588486,-1.420506,-0.340937,-0.518683,-0.470122,0.406878,-0.504789,-2.005078,-0.236519,-1.064406,0.496332,9.39,0
6902.0,0.805697,-2.174829,-0.774232,0.353373,-1.408875,0.782661,1.049317,-0.162016,-0.773912,-2.310568,0.814025,2.002537,1.795651,-0.194974,-1.092676,0.837624,-0.126869,0.478132,0.302752,0.093003,1.028514,1.065668,-0.522688,-0.923112,-2.499116,-0.346161,-1.093325,0.419197,3.83,0
6903.0,-0.335867,-0.227429,0.811966,0.397255,-0.11669,1.686426,0.738149,-0.415861,-0.371253,0.78838,0.202846,-1.12116,0.894713,1.257232,1.181389,1.542749,2.069198,1.729959,0.340662,-0.208428,-1.829602,0.010868,0.519136,0.043553,-1.888221,-0.286621,0.645332,-1.025915,72.53,0
6917.0,0.165691,0.431627,1.117968,1.712605,-0.377826,0.183757,0.215069,0.649375,0.537403,1.425006,-2.331297,0.418021,0.487411,-0.235229,-2.26401,-0.060996,-0.710561,1.677955,0.375291,-0.795485,-2.052645,0.590618,0.696149,-0.215777,0.603675,-0.348271,1.067215,0.992685,77.11,0
6928.0,-1.638925,-1.395192,2.031282,0.932196,-1.262381,-1.57038,0.207772,-1.142315,-0.316707,-0.047279,-0.090438,1.126538,1.834756,-0.478918,-1.130659,0.388846,1.63148,-0.403215,0.850359,-0.837136,0.021271,-1.161942,0.010832,-0.116455,0.608123,1.778062,-0.388895,-1.999729,31.96,0
6938.0,-0.202104,0.299318,0.2019,-0.157423,1.487715,0.136215,-0.104796,-0.777706,-1.746711,0.329232,0.245418,-1.059331,-0.044372,-0.143851,-0.624501,-0.793311,0.405082,-0.225812,-0.590994,-0.861672,-0.129985,0.924484,0.20664,-0.237122,0.30849,1.364385,0.490414,0.260201,7.47,0
6943.0,0.63853,-0.158014,0.184068,-0.488955,-1.550553,0.342836,0.34668,-0.287713,1.035821,-0.721603,-1.771384,-0.697116,-1.540939,0.338036,-0.752078,0.984689,0.963799,-0.924974,-0.808107,0.53444,0.97984,-2.012621,0.281671,-2.197591,-0.548516,1.093657,3.00977,-0.238824,23.18,0
6956.0,-1.247116,-0.513492,0.06607,-0.670241,-0.924824,-0.42685,0.395577,-0.169409,-0.881603,-0.670062,-0.413859,-0.999426,-0.707145,0.643636,-0.230321,-1.753487,1.024949,0.41672,-1.383133,-0.365379,-0.792099,0.676906,-0.371652,-0.072773,-0.189194,-1.480135,1.405396,0.66233,8.14,0
6981.0,-0.747384,0.191862,0.974118,0.055741,1.556754,2.917851,-0.126122,-0.58253,-0.989409,-2.213575,1.248145,-0.353494,0.875356,1.076452,-1.08097,-0.930814,1.744687,-0.070065,-0.660288,-1.045173,-0.141456,1.507894,0.685438,0.181762,1.588521,1.395775,0.334122,2.77612,45.59,0
6987.0,-0.247423,1.098028,-0.392997,0.902848,-0.248387,0.461368,2.390136,0.951852,0.476841,-0.774703,0.188229,-1.008003,0.886976,0.861878,-0.179635,1.663532,1.522896,0.149647,0.565511,-0.588457,-0.272181,-1.078008,-0.478337,-0.104389,-1.660367,0.576814,1.022128,-0.007918,8.94,0
6998.0,-2.697242,-0.252993,-1.393386,-0.609619,1.451936,-2.434473,-0.816363,0.82957,-0.701926,-0.77843,2.032406,0.378387,0.934302,0.49467,0.161697,1.264025,1.905347,-1.683517,-0.035317,-0.043199,-0.429277,0.981061,0.256888,1.925473,1.100266,1.364702,-1.199164,-0.806086,138.5,0
7003.0,-0.723691,1.323119,-0.967176,-0.937934,-1.121355,2.753027,-0.142232,0.529888,-1.140617,0.959258,-1.773667,-0.979003,-0.731374,0.218872,-0.793082,1.523998,0.503223,-0.689603,0.997617,-0.393285,-0.590437,0.895816,-2.452825,0.734817,-0.713095,-0.714607,1.958137,-0.531213,2.9,0
7017.0,0.955915,0.279245,0.382991,-0.250542,-0.302716,1.527988,0.93046,-0.499681,-1.045876,-0.584474,0.981495,1.178692,0.554944,-1.616771,0.753779,1.303578,0.173557,1.979803,-1.320971,0.684808,-1.020221,1.058542,0.612861,1.801356,0.499709,-0.404006,-0.49107,-0.250177,14.65,0
7039.0,-0.510724,1.347109,1.275638,-1.496567,0.03836,0.062492,-0.781295,0.43825,1.460851,0.891809,1.347068,-0.718468,0.036508,-0.765648,0.23943,0.329451,0.959838,1.313492,0.688977,-0.86017,-1.352173,0.52002,1.500521,-0.024792,-1.527394,2.084756,0.489405,0.171142,20.17,0
7042.0,-1.167971,0.016216,0.686884,0.503021,-0.679887,-0.057065,-0.616007,1.664162,0.894874,-0.524335,-1.16847,0.277815,-0.492817,-0.418307,-1.135214,-1.011409,0.16267,-0.266878,2.496514,0.594253,-1.151695,-1.535636,0.398171,-0.396867,1.331475,0.281864,-1.98252,-1.019424,59.64,0
7056.0,-0.675282,0.442037,-1.052752,0.152818,-1.33615,0.006185,0.370026,1.46151,0.245575,-0.816735,1.493005,-0.183178,0.773567,-0.612896,0.090778,-0.801268,0.32226,0.803828,-0.494799,-0.551008,0.356818,-0.825016,-1.517944,0.353196,-0.107697,-0.128859,0.52107,0.66075,4.54,0
7062.0,-0.161002,-1.122669,-0.638587,0.584964,0.136403,-0.549759,-0.784386,0.617823,-0.221652,0.752717,0.879336,-0.31284,0.949647,0.13841,0.267758,-2.188749,-0.970921,-0.916694,-0.318655,0.114351,0.15525,0.285747,-0.684945,0.691363,1.809288,-0.353325,-0.663668,-0.685332,25.84,0
7076.0,0.085468,-0.525763,-1.730328,-1.456752,1.02019,1.281794,1.59989,0.226304,-0.990906,-0.438016,-1.491388,-1.529892,0.255263,0.539012,1.958374,-0.083094,-1.357835,-0.12192,-0.282459,-0.491232,0.34375,-1.214473,0.130721,0.651563,1.419738,0.310376,1.04312,-0.443896,23.76,0
7098.0,-0.30429,1.347847,-1.371584,-0.40314,1.128446,-0.211112,-0.285602,-0.265332,0.117152,1.086084,0.924232,0.011457,1.092389,0.341793,0.85912,-1.028369,1.738553,0.220213,-2.748309,1.659527,0.005055,-0.395494,-0.605683,0.439502,-0.888389,-0.576906,-0.552878,-0.292247,16.12,0
7111.0,-0.515208,0.852814,0.271062,0.393037,0.610602,-0.093094,-1.020309,1.805172,0.927535,1.612827,1.034538,-0.460371,-2.347978,-1.229096,0.636522,-0.101748,-0.41985,-2.495554,-0.013127,-1.081779,-0.724383,0.850104,-1.029142,-0.933689,0.18558,0.872362,-0.402706,1.467215,84.25,0
7129.0,-1.278669,-1.454056,-1.539286,-1.652184,0.336549,-0.977789,-1.410192,0.379797,0.823949,1.050858,0.875284,-0.918103,0.276091,0.496872,-0.474883,0.164752,-1.251618,-0.6276,0.371787,1.507543,1.15144,0.660858,0.0797,-0.075231,-1.4476,-0.835507,-0.802855,0.574759,30.1,0
7234.0,0.944948,0.736573,1.182666,0.072258,-0.98293,-0.049933,-0.724837,0.65786,-0.359087,-0.098532,0.693622,-0.741094,0.963977,-1.347596,0.306551,-0.090899,0.827342,-1.374374,-1.530791,0.750044,-0.390922,-0.090802,-0.659749,0.91281,0.299216,0.240664,-1.16962,0.501506,126.68,0
7263.0,-0.992213,-0.658553,-1.365348,-0.156541,1.064473,0.226695,-0.441821,0.109146,0.103614,0.066069,0.177334,-1.039994,0.106538,-1.755248,0.575624,-1.102749,1.177598,-2.445236,1.674425,-1.639221,-1.199935,0.299057,0.618715,-0.283385,0.892606,-0.796554,-0.399692,-0.302078,12.98,0
7269.0,-0.538396,-1.934179,-0.024667,-0.115007,1.078183,-1.285944,-0.639407,1.203491,0.293289,0.54938,0.453434,0.457872,1.82105,0.091541,-1.011343,0.638797,-0.566552,-0.109937,0.370181,-0.821354,-0.510295,0.475849,-0.548645,0.973385,-0.986158,-0.989524,1.906056,-1.530226,147.56,0
7316.0,-0.026717,1.851484,-0.028591,1.346771,0.652475,-0.007202,-0.130645,-2.119317,-0.319112,0.232219,0.231663,2.465859,0.280958,0.630145,1.164963,0.540501,-0.086049,-0.081187,-0.350654,0.444211,-0.170321,0.624936,-1.009087,0.146848,1.552067,-0.224623,1.843002,0.163671,34.92,0
7317.0,-0.056508,0.116619,-0.311423,-1.980556,0.880175,2.192713,0.480429,0.541321,-0.182593,1.157789,-0.039272,0.26722,-1.565216,-0.529342,0.367353,0.907212,0.93494,-1.579181,-1.47778,0.584137,-0.746808,0.894593,-1.630168,-0.09841,-0.034237,0.480467,-1.03116,-1.966764,123.22,0
7318.0,0.171273,0.52643,1.007455,-0.358552,0.775682,0.485774,1.322405,-0.055388,-1.729899,-0.06766,0.088451,0.518194,-1.532682,-0.312045,0.868104,-0.104085,-0.305734,1.906326,-1.070004,1.233155,1.02125,-0.225166,-0.032891,-0.036459,0.181948,-0.594541,-0.428148,-0.355225,10.04,0
7337.0,-0.323298,-0.310756,-2.240825,0.097649,-0.527468,-1.866811,-0.350051,-0.380957,1.275245,-0.53923,0.66779,1.382812,-0.628069,-0.047497,1.728692,0.228976,0.37375,-0.407254,0.687051,-0.039643,-1.832103,-0.355233,-1.183179,0.112241,-0.916839,0.478128,0.044763,-1.248009,52.68,0
7353.0,-0.492538,0.620563,1.147993,-3.635631,-1.09744,1.950985,-0.009768,0.091469,-0.739391,-1.656355,1.715096,-2.835838,1.064963,-2.089319,-1.025803,-0.683237,-3.016394,0.217787,1.223889,0.161011,-0.307782,-0.78964,0.355446,-1.238132,-1.134101,0.900163,-0.277735,-0.297454,9.34,1
7383.0,-0.169066,0.725871,0.165503,-0.743081,-0.707092,-0.195111,0.30222,-0.03551,-0.12449,0.046284,-0.036224,-0.780383,1.107051,-0.482311,0.129221,-2.060335,-0.215174,-1.099589,-0.979022,2.422186,0.249526,1.226022,0.855304,0.983243,-0.199072,1.606402,0.846687,0.041335,22.53,0
7401.0,0.26329,-0.136732,0.052239,-0.043601,0.381534,1.739974,-1.205214,1.142355,-0.368234,1.269663,-0.333445,0.412754,-0.158844,-1.730592,1.738977,-0.942754,0.083883,-1.052422,-1.337002,-0.20494,-0.593511,-1.168815,-0.035433,-1.481907,0.125474,-0.127327,-2.480406,-0.52311,4.1,0
7423.0,0.46841,-1.063546,0.511792,0.432679,-1.017721,-0.012282,0.824991,-0.876422,-0.205811,1.150239,-0.857632,0.459158,-1.079191,-0.160962,0.446727,-2.404527,-0.534323,0.429332,0.225844,-0.522378,-1.104582,0.628465,-0.322407,0.545347,0.380223,-0.447418,1.072562,-0.594278,58.25,0
