customer_id,timestamp,age,gender,region,tenure_months,monthly_charges,total_charges,num_services,contract_type,payment_method,support_tickets,avg_call_minutes,has_online_backup,has_device_protection,has_tech_support,churn
707,2023-01-01 11:46:00,18,F,west,65,59.6,3739.8,5,two_year,mailed_check,1,102.1,1,0,1,0
708,2023-01-01 11:47:00,59,M,east,27,104.65,2964.0,6,one_year,bank_transfer,2,27.4,1,0,1,0
709,2023-01-01 11:48:00,52,M,south,29,75.3,2263.4,3,month-to-month,credit_card,1,324.4,0,1,0,0
710,2023-01-01 11:49:00,52,M,north,29,80.1,2211.8,6,month-to-month,credit_card,1,129.2,1,1,0,0
711,2023-01-01 11:50:00,67,M,north,1,19.55,19.55,1,month-to-month,mailed_check,1,437.2,0,0,0,1
712,2023-01-01 11:51:00,56,F,north,20,81.0,1683.7,4,month-to-month,mailed_check,1,60.8,0,1,1,0
713,2023-01-01 11:52:00,71,F,west,58,24.7,1519.0,1,two_year,credit_card,0,5.1,0,0,0,0
714,2023-01-01 11:53:00,73,F,north,14,86.0,1164.05,4,month-to-month,mailed_check,0,405.4,0,0,1,0
715,2023-01-01 11:54:00,85,M,north,72,25.4,1710.9,1,two_year,mailed_check,1,300.5,0,0,0,0
716,2023-01-01 11:55:00,76,M,west,46,89.15,4245.55,4,month-to-month,credit_card,1,571.2,0,0,0,0
717,2023-01-01 11:56:00,55,F,south,71,58.25,4145.9,6,two_year,bank_transfer,1,148.5,1,1,1,0
718,2023-01-01 11:57:00,53,M,south,32,85.65,2664.3,3,month-to-month,bank_transfer,0,74.0,0,0,0,0
719,2023-01-01 11:58:00,35,F,east,26,50.35,1277.5,4,month-to-month,credit_card,1,13.9,0,1,0,0
720,2023-01-01 11:59:00,61,M,east,68,80.35,5589.3,3,month-to-month,credit_card,2,266.5,0,1,0,0
721,2023-01-01 12:00:00,28,M,west,2,20.2,34.75,1,one_year,mailed_check,0,60.5,0,0,0,0
722,2023-01-01 12:01:00,85,M,south,61,20.55,1305.95,1,two_year,credit_card,1,465.4,0,0,0,0
723,2023-01-01 12:02:00,79,F,east,4,85.95,381.3,3,month-to-month,electronic_check,0,43.2,0,0,0,1
724,2023-01-01 12:03:00,26,M,west,3,45.35,141.5,2,month-to-month,electronic_check,1,552.5,0,0,0,1
725,2023-01-01 12:04:00,75,M,south,33,94.5,3105.55,4,month-to-month,electronic_check,1,324.5,0,0,0,1
726,2023-01-01 12:05:00,26,M,south,9,21.25,204.55,1,month-to-month,mailed_check,0,417.8,0,0,0,0
727,2023-01-01 12:06:00,70,F,west,22,26.25,605.9,1,two_year,mailed_check,2,78.6,0,0,0,0
728,2023-01-01 12:07:00,24,F,north,5,80.85,356.1,3,month-to-month,electronic_check,1,53.7,0,0,0,0
729,2023-01-01 12:08:00,53,F,north,30,91.7,2758.15,5,month-to-month,credit_card,3,212.2,1,1,0,1
730,2023-01-01 12:09:00,66,M,east,65,74.2,4805.65,6,two_year,credit_card,2,312.3,1,1,1,0
731,2023-01-01 12:10:00,71,F,west,45,87.25,3941.7,4,month-to-month,electronic_check,0,345.3,0,1,1,1
732,2023-01-01 12:11:00,48,M,north,5,20.35,92.75,1,month-to-month,mailed_check,3,197.9,0,0,0,0
733,2023-01-01 12:12:00,85,M,west,25,75.5,1901.05,3,month-to-month,electronic_check,1,163.6,1,0,0,0
734,2023-01-01 12:13:00,74,F,west,72,79.05,5730.7,3,two_year,bank_transfer,3,588.8,0,0,0,0
735,2023-01-01 12:14:00,33,F,west,27,90.15,2423.4,4,month-to-month,bank_transfer,0,163.6,0,1,0,0
736,2023-01-01 12:15:00,66,M,south,32,50.6,1653.45,4,month-to-month,credit_card,1,82.8,0,1,0,0
737,2023-01-01 12:16:00,71,F,south,30,110.45,3327.05,7,one_year,credit_card,0,215.7,1,1,1,0
738,2023-01-01 12:17:00,42,M,east,70,101.0,7085.5,7,two_year,credit_card,2,182.3,1,1,1,0
739,2023-01-01 12:18:00,71,M,north,42,79.35,3344.1,3,month-to-month,bank_transfer,0,253.0,1,0,0,0
740,2023-01-01 12:19:00,83,F,west,72,89.85,6697.35,8,two_year,bank_transfer,0,374.2,1,1,1,0
741,2023-01-01 12:20:00,77,F,east,47,65.0,2879.9,5,two_year,mailed_check,2,361.9,0,1,1,0
742,2023-01-01 12:21:00,73,F,south,2,80.45,137.1,4,month-to-month,electronic_check,1,419.0,0,1,0,0
743,2023-01-01 12:22:00,64,M,east,10,98.55,1008.55,5,month-to-month,electronic_check,0,94.0,0,0,0,1
744,2023-01-01 12:23:00,37,F,east,61,24.1,1551.6,1,two_year,mailed_check,0,27.6,0,0,0,0
745,2023-01-01 12:24:00,76,F,east,5,44.05,202.15,2,month-to-month,credit_card,1,474.5,0,0,0,0
746,2023-01-01 12:25:00,44,F,west,72,110.8,7882.25,7,two_year,credit_card,1,130.3,1,1,1,0
747,2023-01-01 12:26:00,56,M,west,72,114.95,8196.4,8,two_year,bank_transfer,1,189.4,1,1,1,0
748,2023-01-01 12:27:00,40,F,west,3,75.05,202.9,3,month-to-month,mailed_check,0,273.4,0,1,0,0
749,2023-01-01 12:28:00,40,M,east,48,19.25,855.1,1,two_year,mailed_check,0,429.8,0,0,0,0
750,2023-01-01 12:29:00,29,F,east,63,90.05,5817.0,5,one_year,credit_card,1,98.2,0,1,1,0
751,2023-01-01 12:30:00,88,F,south,27,56.7,1652.95,4,month-to-month,mailed_check,0,541.4,1,0,0,0
752,2023-01-01 12:31:00,28,M,north,70,80.15,5600.15,7,two_year,credit_card,2,192.9,1,1,0,0
753,2023-01-01 12:32:00,24,M,south,7,71.35,515.75,6,month-to-month,credit_card,0,589.6,0,1,1,0
754,2023-01-01 12:33:00,86,M,west,0,20.25,0.0,1,two_year,mailed_check,0,171.2,0,0,0,0
755,2023-01-01 12:34:00,58,F,north,2,90.35,190.5,5,month-to-month,electronic_check,0,435.4,1,0,0,0
756,2023-01-01 12:35:00,49,M,east,20,98.55,1842.8,5,month-to-month,electronic_check,1,226.0,0,1,0,1
757,2023-01-01 12:36:00,71,M,north,66,19.7,1253.8,1,two_year,bank_transfer,2,502.0,0,0,0,0
758,2023-01-01 12:37:00,45,F,south,3,19.85,57.2,1,month-to-month,mailed_check,4,277.4,0,0,0,0
759,2023-01-01 12:38:00,27,F,north,15,85.9,1269.55,4,month-to-month,bank_transfer,0,522.3,1,0,0,1
760,2023-01-01 12:39:00,71,F,east,72,90.35,6563.4,5,two_year,bank_transfer,1,452.4,1,0,1,0
761,2023-01-01 12:40:00,30,M,west,1,20.8,20.8,1,month-to-month,mailed_check,1,351.6,0,0,0,0
762,2023-01-01 12:41:00,58,F,west,22,89.25,1907.85,4,month-to-month,electronic_check,2,150.0,0,0,0,1
763,2023-01-01 12:42:00,87,M,east,3,70.3,208.85,2,month-to-month,electronic_check,1,155.9,0,0,0,1
764,2023-01-01 12:43:00,86,F,north,72,66.85,4758.8,5,two_year,bank_transfer,2,594.9,0,1,1,0
765,2023-01-01 12:44:00,44,M,east,65,19.9,1292.6,1,two_year,mailed_check,1,555.2,0,0,0,0
766,2023-01-01 12:45:00,74,F,north,11,35.8,363.15,2,month-to-month,mailed_check,2,83.1,0,0,0,0
767,2023-01-01 12:46:00,62,M,south,22,78.85,1600.25,3,month-to-month,mailed_check,3,122.4,1,0,0,0
768,2023-01-01 12:47:00,52,M,east,14,20.4,275.7,1,one_year,bank_transfer,1,64.1,0,0,0,0
769,2023-01-01 12:48:00,28,M,east,41,74.25,3089.1,3,month-to-month,electronic_check,2,120.8,0,0,1,0
770,2023-01-01 12:49:00,45,M,north,17,64.8,1175.6,5,one_year,mailed_check,0,174.1,1,0,0,0
771,2023-01-01 12:50:00,65,M,west,11,20.45,237.3,1,month-to-month,credit_card,0,502.6,0,0,0,0
772,2023-01-01 12:51:00,90,M,south,15,93.35,1444.65,4,month-to-month,electronic_check,0,57.1,0,0,0,1
773,2023-01-01 12:52:00,18,F,west,1,19.9,19.9,1,month-to-month,mailed_check,1,529.3,0,0,0,1
774,2023-01-01 12:53:00,70,F,east,5,88.9,454.15,5,month-to-month,mailed_check,1,583.2,0,1,0,1
775,2023-01-01 12:54:00,79,M,east,33,95.8,3036.75,5,one_year,electronic_check,0,169.0,0,1,0,1
776,2023-01-01 12:55:00,87,F,east,72,110.65,8065.65,7,two_year,credit_card,1,273.7,1,1,0,0
777,2023-01-01 12:56:00,48,F,west,3,40.3,92.5,3,month-to-month,mailed_check,3,317.6,1,0,0,0
778,2023-01-01 12:57:00,26,M,north,2,82.0,184.65,3,month-to-month,electronic_check,0,123.4,1,0,0,1
779,2023-01-01 12:58:00,37,F,east,59,107.0,6152.3,7,one_year,credit_card,0,438.9,1,1,1,0
780,2023-01-01 12:59:00,80,M,north,2,45.35,89.5,2,month-to-month,electronic_check,4,348.0,0,0,0,1
781,2023-01-01 13:00:00,82,M,south,71,73.35,5154.5,6,two_year,credit_card,3,67.3,1,0,1,0
782,2023-01-01 13:01:00,64,F,west,5,44.8,220.45,2,month-to-month,mailed_check,1,537.6,0,0,0,0
783,2023-01-01 13:02:00,26,M,west,27,54.75,1510.3,4,month-to-month,credit_card,1,181.3,1,0,0,0
784,2023-01-01 13:03:00,26,F,south,1,52.2,52.2,3,month-to-month,electronic_check,1,93.7,0,0,1,1
785,2023-01-01 13:04:00,52,M,south,63,40.6,2588.95,4,one_year,bank_transfer,2,589.1,1,0,1,0
786,2023-01-01 13:05:00,60,F,east,46,110.0,4874.8,7,one_year,electronic_check,3,61.7,1,1,0,1
787,2023-01-01 13:06:00,20,M,south,72,55.3,3983.6,3,two_year,bank_transfer,2,35.8,0,0,0,0
788,2023-01-01 13:07:00,68,F,north,34,60.85,2003.6,4,month-to-month,bank_transfer,1,142.5,0,0,1,0
789,2023-01-01 13:08:00,57,F,south,24,78.4,1832.4,6,one_year,electronic_check,0,191.6,1,0,0,0
790,2023-01-01 13:09:00,18,M,south,72,69.65,4908.25,6,two_year,bank_transfer,1,260.3,1,1,1,0
791,2023-01-01 13:10:00,24,F,east,60,59.85,3590.2,6,two_year,credit_card,0,411.1,0,1,1,0
792,2023-01-01 13:11:00,51,M,west,68,76.9,5023.0,6,one_year,credit_card,0,219.4,1,1,0,0
793,2023-01-01 13:12:00,70,F,east,8,19.85,146.6,1,two_year,mailed_check,0,335.6,0,0,0,0
794,2023-01-01 13:13:00,78,F,south,34,67.65,2339.3,6,two_year,credit_card,2,3.5,0,1,1,0
795,2023-01-01 13:14:00,49,F,east,6,45.0,298.7,3,month-to-month,credit_card,6,230.9,0,0,0,0
796,2023-01-01 13:15:00,39,M,west,2,64.2,143.65,5,month-to-month,mailed_check,1,567.0,1,0,1,0
797,2023-01-01 13:16:00,88,M,south,31,81.7,2548.65,3,one_year,credit_card,4,464.9,0,0,1,0
798,2023-01-01 13:17:00,51,F,south,20,25.55,507.4,1,month-to-month,bank_transfer,1,444.5,0,0,0,0
799,2023-01-01 13:18:00,41,F,north,1,20.0,20.0,1,month-to-month,electronic_check,5,182.7,0,0,0,0
800,2023-01-01 13:19:00,50,M,west,62,96.75,6125.4,5,one_year,electronic_check,1,292.9,0,1,0,1
801,2023-01-01 13:20:00,18,F,west,70,75.65,5411.4,2,two_year,credit_card,1,506.7,0,0,0,0
802,2023-01-01 13:21:00,40,F,north,10,98.5,1058.25,5,month-to-month,electronic_check,1,528.1,0,0,1,1
803,2023-01-01 13:22:00,55,M,south,39,23.8,903.8,1,two_year,mailed_check,0,426.3,0,0,0,0
804,2023-01-01 13:23:00,85,F,south,46,64.2,3009.5,5,two_year,credit_card,2,273.9,1,0,1,0
805,2023-01-01 13:24:00,71,M,west,6,85.35,489.45,4,month-to-month,electronic_check,1,43.9,1,0,0,1
806,2023-01-01 13:25:00,75,F,north,72,76.8,5468.45,5,two_year,bank_transfer,0,71.6,0,1,0,0
807,2023-01-01 13:26:00,57,M,north,18,55.2,1058.1,4,month-to-month,credit_card,0,0.2,0,1,1,0
808,2023-01-01 13:27:00,26,M,south,71,108.55,7616.0,7,two_year,credit_card,2,215.5,0,1,1,0
809,2023-01-01 13:28:00,46,M,east,40,101.3,4113.1,5,month-to-month,electronic_check,4,14.0,1,0,0,1
810,2023-01-01 13:29:00,90,M,north,1,69.55,69.55,2,month-to-month,electronic_check,0,261.0,0,0,0,1
811,2023-01-01 13:30:00,21,M,east,58,103.25,6017.65,6,one_year,bank_transfer,0,358.5,1,1,0,1
812,2023-01-01 13:31:00,82,M,east,70,104.0,7250.15,6,two_year,credit_card,2,357.5,0,0,1,1
813,2023-01-01 13:32:00,67,F,west,42,25.25,1108.2,1,two_year,electronic_check,2,333.2,0,0,0,0
814,2023-01-01 13:33:00,38,M,north,34,30.4,938.65,2,one_year,bank_transfer,0,135.7,0,0,0,0
815,2023-01-01 13:34:00,74,M,north,5,20.05,94.15,1,month-to-month,bank_transfer,0,311.5,0,0,0,0
816,2023-01-01 13:35:00,79,F,north,25,84.6,2088.05,3,month-to-month,mailed_check,2,587.9,0,0,0,0
817,2023-01-01 13:36:00,21,F,west,2,86.2,178.7,4,month-to-month,mailed_check,0,266.8,0,1,0,1
818,2023-01-01 13:37:00,25,F,east,55,103.7,5656.75,7,one_year,bank_transfer,1,524.7,1,1,1,0
819,2023-01-01 13:38:00,66,M,east,21,111.2,2317.1,7,month-to-month,electronic_check,1,228.8,1,1,1,1
820,2023-01-01 13:39:00,90,M,west,70,88.0,5986.45,5,two_year,credit_card,3,373.8,1,0,1,0
821,2023-01-01 13:40:00,19,F,east,61,106.35,6751.35,6,month-to-month,electronic_check,1,289.1,0,1,1,0
822,2023-01-01 13:41:00,66,M,north,43,79.15,3566.6,7,two_year,credit_card,1,413.2,0,1,1,0
823,2023-01-01 13:42:00,27,M,east,47,103.1,4889.3,6,one_year,electronic_check,1,538.4,1,1,0,0
824,2023-01-01 13:43:00,65,M,east,5,63.95,318.1,5,month-to-month,credit_card,3,264.5,0,1,1,0
825,2023-01-01 13:44:00,63,F,north,62,25.8,1563.95,1,two_year,credit_card,0,454.4,0,0,0,0
826,2023-01-01 13:45:00,24,F,east,16,89.45,1430.25,5,month-to-month,credit_card,1,529.5,1,1,0,1
827,2023-01-01 13:46:00,67,M,south,7,95.6,644.35,4,month-to-month,bank_transfer,0,473.7,0,0,0,1
828,2023-01-01 13:47:00,83,F,north,14,25.55,372.45,1,month-to-month,mailed_check,2,14.7,0,0,0,0
829,2023-01-01 13:48:00,81,M,south,60,90.95,5453.4,5,one_year,electronic_check,3,0.1,1,1,0,1
830,2023-01-01 13:49:00,20,M,south,34,44.85,1442.6,4,month-to-month,electronic_check,1,529.8,0,1,1,0
831,2023-01-01 13:50:00,35,F,south,50,108.55,5610.7,7,one_year,electronic_check,0,437.6,1,0,1,1
832,2023-01-01 13:51:00,35,M,south,38,25.05,963.95,1,two_year,credit_card,1,574.9,0,0,0,0
833,2023-01-01 13:52:00,51,F,east,70,74.1,5222.3,7,one_year,credit_card,0,175.5,1,1,1,0
834,2023-01-01 13:53:00,28,F,south,37,88.8,3340.55,4,month-to-month,electronic_check,0,472.8,1,0,0,0
835,2023-01-01 13:54:00,80,F,south,4,78.85,292.8,3,month-to-month,electronic_check,2,480.9,0,0,0,1
836,2023-01-01 13:55:00,74,M,west,60,93.25,5774.55,5,month-to-month,electronic_check,1,514.4,1,0,0,0
837,2023-01-01 13:56:00,77,M,north,62,71.4,4487.3,6,one_year,credit_card,2,415.2,0,1,1,0
838,2023-01-01 13:57:00,32,M,south,1,44.4,44.4,2,month-to-month,mailed_check,0,83.0,0,0,0,1
839,2023-01-01 13:58:00,19,M,north,36,79.2,2854.95,7,month-to-month,credit_card,1,408.6,0,1,1,0
840,2023-01-01 13:59:00,84,M,west,44,20.4,905.55,1,two_year,credit_card,1,362.7,0,0,0,0
841,2023-01-01 14:00:00,39,F,north,55,100.0,5509.3,5,one_year,electronic_check,1,200.2,0,1,0,1
842,2023-01-01 14:01:00,65,F,west,72,105.0,7589.8,6,two_year,credit_card,1,125.2,0,1,0,0
843,2023-01-01 14:02:00,84,F,north,12,19.8,229.6,1,one_year,bank_transfer,2,531.1,0,0,0,1
844,2023-01-01 14:03:00,20,F,south,13,30.85,394.1,2,month-to-month,bank_transfer,1,85.2,0,0,0,0
845,2023-01-01 14:04:00,18,M,east,1,89.9,89.9,4,month-to-month,electronic_check,1,253.3,0,0,0,1
846,2023-01-01 14:05:00,18,F,west,15,20.55,295.95,1,one_year,mailed_check,3,373.7,0,0,0,0
847,2023-01-01 14:06:00,29,F,north,65,84.85,5459.2,8,two_year,bank_transfer,1,583.1,1,1,1,0
848,2023-01-01 14:07:00,21,F,north,12,33.15,444.75,3,one_year,credit_card,0,402.6,0,0,1,0
849,2023-01-01 14:08:00,77,M,west,72,92.0,6782.15,8,two_year,credit_card,0,182.9,1,1,1,0
850,2023-01-01 14:09:00,62,F,south,72,89.8,6510.45,8,two_year,credit_card,3,36.4,1,1,1,0
851,2023-01-01 14:10:00,89,F,north,72,115.8,8476.5,8,two_year,bank_transfer,0,190.6,1,1,1,0
852,2023-01-01 14:11:00,76,M,east,52,85.15,4461.85,7,two_year,mailed_check,2,175.7,1,0,1,0
853,2023-01-01 14:12:00,88,M,north,2,24.85,62.0,1,month-to-month,mailed_check,0,491.4,0,0,0,0
854,2023-01-01 14:13:00,35,F,west,5,64.35,352.65,5,month-to-month,electronic_check,0,226.0,0,0,1,0
855,2023-01-01 14:14:00,39,F,west,68,20.5,1424.9,1,two_year,credit_card,3,59.1,0,0,0,0
856,2023-01-01 14:15:00,80,F,west,62,100.15,6413.65,5,one_year,electronic_check,2,522.0,0,1,0,1
857,2023-01-01 14:16:00,35,M,south,72,86.05,6309.65,7,two_year,credit_card,0,10.8,1,0,1,0
858,2023-01-01 14:17:00,22,M,north,1,50.8,50.8,3,month-to-month,electronic_check,1,1.8,1,0,0,1
859,2023-01-01 14:18:00,66,F,south,66,89.0,5898.6,5,one_year,electronic_check,2,284.9,1,0,1,0
860,2023-01-01 14:19:00,76,M,south,72,64.8,4719.75,7,two_year,credit_card,2,41.5,1,1,1,0
861,2023-01-01 14:20:00,88,M,west,26,19.8,457.3,1,one_year,credit_card,1,106.3,0,0,0,0
862,2023-01-01 14:21:00,85,M,east,64,93.4,5822.3,5,two_year,bank_transfer,1,591.2,0,1,0,0
863,2023-01-01 14:22:00,26,M,west,20,73.65,1463.5,3,month-to-month,electronic_check,1,506.6,1,0,0,1
864,2023-01-01 14:23:00,74,F,west,3,95.1,307.4,5,month-to-month,electronic_check,0,458.4,1,0,0,1
865,2023-01-01 14:24:00,79,M,east,22,94.65,2104.55,4,month-to-month,credit_card,1,402.5,0,0,0,1
866,2023-01-01 14:25:00,68,M,north,4,80.6,319.15,4,month-to-month,mailed_check,3,28.7,0,1,1,1
867,2023-01-01 14:26:00,77,M,north,62,39.0,2337.45,3,two_year,bank_transfer,1,501.5,0,0,1,0
868,2023-01-01 14:27:00,79,F,north,5,20.5,104.3,1,month-to-month,mailed_check,0,282.7,0,0,0,0
869,2023-01-01 14:28:00,50,M,east,59,85.55,5084.65,3,one_year,electronic_check,0,59.0,0,0,0,1
870,2023-01-01 14:29:00,20,M,north,3,26.4,121.25,1,two_year,mailed_check,0,180.5,0,0,0,0
871,2023-01-01 14:30:00,51,F,west,72,98.2,7015.9,6,two_year,bank_transfer,3,301.2,0,1,1,0
872,2023-01-01 14:31:00,32,M,north,57,97.55,5598.0,6,one_year,credit_card,2,8.2,1,1,0,0
873,2023-01-01 14:32:00,26,M,west,66,19.95,1269.1,1,two_year,credit_card,2,151.5,0,0,0,0
874,2023-01-01 14:33:00,27,F,east,60,50.8,3027.4,4,month-to-month,electronic_check,1,201.6,1,0,0,1
875,2023-01-01 14:34:00,68,M,north,45,99.7,4634.35,5,two_year,bank_transfer,2,278.3,0,1,0,0
876,2023-01-01 14:35:00,54,F,north,3,34.8,113.95,2,month-to-month,credit_card,0,1.2,0,0,0,0
877,2023-01-01 14:36:00,57,F,south,15,105.1,1582.75,7,month-to-month,electronic_check,1,339.3,0,1,1,1
878,2023-01-01 14:37:00,72,F,south,51,60.15,3077.0,6,one_year,bank_transfer,4,118.6,0,1,1,0
879,2023-01-01 14:38:00,58,F,south,60,64.75,4039.5,5,one_year,electronic_check,1,358.4,0,1,1,0
880,2023-01-01 14:39:00,63,M,east,33,54.65,1665.2,3,month-to-month,bank_transfer,1,143.5,1,0,0,0
881,2023-01-01 14:40:00,24,M,north,10,110.1,1043.3,8,month-to-month,electronic_check,0,241.6,1,1,1,1
882,2023-01-01 14:41:00,80,M,north,26,19.3,504.2,1,one_year,credit_card,1,374.2,0,0,0,0
883,2023-01-01 14:42:00,50,F,east,6,83.9,497.55,4,month-to-month,electronic_check,2,393.9,0,1,0,1
884,2023-01-01 14:43:00,29,F,west,67,111.25,7511.65,7,one_year,electronic_check,2,18.4,0,1,1,0
885,2023-01-01 14:44:00,77,F,south,49,35.8,1782.0,3,one_year,credit_card,0,321.0,0,0,1,0
886,2023-01-01 14:45:00,71,M,west,1,20.05,20.05,1,month-to-month,mailed_check,3,490.0,0,0,0,0
887,2023-01-01 14:46:00,21,F,south,7,84.35,609.65,4,month-to-month,electronic_check,2,123.9,0,1,0,0
888,2023-01-01 14:47:00,32,F,south,27,110.5,2857.6,7,one_year,bank_transfer,4,319.2,1,1,0,0
889,2023-01-01 14:48:00,19,M,north,37,91.2,3247.55,4,one_year,credit_card,2,268.6,0,0,0,0
890,2023-01-01 14:49:00,37,F,south,63,100.55,6215.35,6,month-to-month,electronic_check,0,510.0,1,1,0,1
891,2023-01-01 14:50:00,25,M,south,31,89.3,2823.0,5,month-to-month,electronic_check,2,263.3,0,1,1,0
892,2023-01-01 14:51:00,69,M,east,50,103.85,5017.9,6,month-to-month,bank_transfer,2,566.3,1,1,0,1
893,2023-01-01 14:52:00,56,M,north,32,81.1,2619.25,3,month-to-month,credit_card,2,391.5,0,1,0,0
894,2023-01-01 14:53:00,89,F,north,1,24.6,24.6,1,month-to-month,electronic_check,0,336.8,0,0,0,1
895,2023-01-01 14:54:00,72,F,south,63,81.2,4965.1,3,one_year,credit_card,0,175.2,0,0,1,0
896,2023-01-01 14:55:00,62,M,north,30,94.3,2679.7,5,month-to-month,credit_card,0,357.9,1,0,0,0
897,2023-01-01 14:56:00,55,M,north,71,116.1,8310.55,8,two_year,bank_transfer,1,78.7,1,1,1,0
898,2023-01-01 14:57:00,21,F,east,53,105.55,5682.25,6,two_year,electronic_check,1,249.7,1,1,0,0
899,2023-01-01 14:58:00,23,F,west,12,98.9,1120.95,6,month-to-month,bank_transfer,0,170.7,0,0,1,1
900,2023-01-01 14:59:00,62,M,east,50,94.4,4914.9,5,month-to-month,credit_card,2,402.2,1,0,0,0
901,2023-01-01 15:00:00,18,F,north,2,19.5,27.55,1,month-to-month,mailed_check,0,458.4,0,0,0,0
902,2023-01-01 15:01:00,21,F,west,9,98.3,923.5,5,month-to-month,credit_card,5,557.2,0,1,0,1
903,2023-01-01 15:02:00,33,M,east,17,93.85,1625.65,5,month-to-month,electronic_check,1,133.3,0,0,0,1
904,2023-01-01 15:03:00,82,F,east,56,105.6,6068.65,7,one_year,credit_card,4,530.9,1,1,0,0
905,2023-01-01 15:04:00,51,M,north,67,81.35,5398.6,7,two_year,credit_card,0,507.6,1,1,0,0
906,2023-01-01 15:05:00,69,M,east,9,100.5,918.6,5,month-to-month,electronic_check,1,517.5,0,1,0,1
907,2023-01-01 15:06:00,48,M,north,4,56.4,234.85,3,month-to-month,electronic_check,2,444.3,0,0,0,0
908,2023-01-01 15:07:00,30,M,east,19,65.35,1231.85,5,one_year,bank_transfer,0,160.6,1,0,1,0
909,2023-01-01 15:08:00,45,F,north,8,19.95,170.9,1,month-to-month,mailed_check,1,526.7,0,0,0,0
910,2023-01-01 15:09:00,24,F,west,71,111.25,7984.15,7,two_year,electronic_check,2,359.7,1,1,1,0
911,2023-01-01 15:10:00,74,M,north,10,72.85,688.65,3,month-to-month,electronic_check,2,444.4,1,0,0,1
912,2023-01-01 15:11:00,31,F,east,15,89.0,1288.3,4,month-to-month,credit_card,1,123.2,1,0,0,0
913,2023-01-01 15:12:00,45,M,north,72,106.1,7848.5,6,one_year,bank_transfer,1,94.4,0,1,0,0
914,2023-01-01 15:13:00,89,M,east,12,20.05,267.0,1,one_year,credit_card,0,166.1,0,0,0,0
915,2023-01-01 15:14:00,61,M,south,72,25.2,1798.9,1,two_year,bank_transfer,0,306.8,0,0,0,0
916,2023-01-01 15:15:00,51,M,west,1,73.55,73.55,2,month-to-month,electronic_check,0,250.0,0,0,0,1
917,2023-01-01 15:16:00,57,F,east,23,75.4,1643.55,3,month-to-month,bank_transfer,0,532.6,0,0,0,0
918,2023-01-01 15:17:00,75,M,south,72,65.55,4807.45,7,two_year,bank_transfer,2,7.8,1,1,1,0
919,2023-01-01 15:18:00,36,F,north,26,80.7,2193.0,3,month-to-month,electronic_check,2,48.0,0,1,0,0
920,2023-01-01 15:19:00,64,F,east,21,104.55,2239.4,7,one_year,mailed_check,0,195.2,1,1,1,0
921,2023-01-01 15:20:00,81,M,south,60,24.15,1505.9,1,one_year,bank_transfer,0,100.6,0,0,0,0
922,2023-01-01 15:21:00,59,M,north,12,20.45,255.35,1,month-to-month,mailed_check,1,244.1,0,0,0,0
923,2023-01-01 15:22:00,50,M,east,16,75.4,1189.4,2,month-to-month,electronic_check,1,430.6,0,0,0,0
924,2023-01-01 15:23:00,28,F,north,63,79.7,4786.15,6,one_year,credit_card,2,596.1,1,0,0,0
925,2023-01-01 15:24:00,36,F,north,22,81.7,1820.9,4,month-to-month,electronic_check,2,121.2,1,0,0,0
926,2023-01-01 15:25:00,87,F,north,32,76.3,2404.15,7,month-to-month,bank_transfer,1,159.6,1,1,1,0
927,2023-01-01 15:26:00,57,F,south,3,79.4,205.05,3,month-to-month,electronic_check,2,461.2,1,0,0,1
928,2023-01-01 15:27:00,39,F,north,13,81.15,952.3,4,month-to-month,electronic_check,2,163.2,1,1,0,1
929,2023-01-01 15:28:00,48,F,north,68,103.75,7039.45,6,two_year,credit_card,1,422.2,1,0,1,0
930,2023-01-01 15:29:00,60,F,south,30,86.45,2538.05,4,one_year,electronic_check,1,350.1,0,1,0,0
931,2023-01-01 15:30:00,57,F,north,16,75.1,1212.85,3,month-to-month,bank_transfer,2,512.9,1,0,0,0
932,2023-01-01 15:31:00,69,M,north,33,80.6,2651.1,4,two_year,bank_transfer,3,20.0,1,0,1,0
933,2023-01-01 15:32:00,36,M,south,72,19.3,1304.8,1,two_year,credit_card,2,587.8,0,0,0,0
934,2023-01-01 15:33:00,65,F,north,4,84.6,360.1,3,month-to-month,electronic_check,1,578.6,0,0,0,1
935,2023-01-01 15:34:00,50,F,west,12,33.6,435.45,3,one_year,mailed_check,1,13.4,0,0,1,0
936,2023-01-01 15:35:00,86,F,south,4,83.25,308.05,3,month-to-month,electronic_check,2,299.7,0,0,0,0
937,2023-01-01 15:36:00,29,F,west,0,80.85,0.0,7,two_year,mailed_check,0,240.9,1,1,0,0
938,2023-01-01 15:37:00,28,F,west,6,79.05,434.5,3,month-to-month,electronic_check,2,152.5,0,0,0,1
939,2023-01-01 15:38:00,51,F,west,65,108.05,7118.9,7,one_year,credit_card,1,586.7,1,1,1,0
940,2023-01-01 15:39:00,55,F,east,15,19.9,320.45,1,month-to-month,mailed_check,2,104.8,0,0,0,0
941,2023-01-01 15:40:00,68,F,south,24,21.05,531.55,1,one_year,bank_transfer,1,158.1,0,0,0,0
942,2023-01-01 15:41:00,47,F,east,13,30.15,382.2,2,month-to-month,electronic_check,1,4.9,1,0,0,0
943,2023-01-01 15:42:00,84,M,north,24,79.85,2001.0,3,month-to-month,credit_card,1,348.1,0,0,0,0
